Name,Lon,Lat,Source,M2_amp,M2_phs,S2_amp,S2_phs,N2_amp,N2_phs,K2_amp,K2_phs,K1_amp,K1_phs,O1_amp,O1_phs,P1_amp,P1_phs,Q1_amp,Q1_phs,Location
"GLOUP 000271 1.1.58",-9.817,50.517,Truth_Shelf,1.213,124.99,0.404,158.82,0.253,104.85,NaN,NaN,0.067,97.24,0.047,340.13,NaN,NaN,0.02,303.96,Shelf
"GLOUP 000272 1.1.59",-7.023,48.795,Truth_Shelf,1.509,117.36,0.521,154.31,0.311,97.41,NaN,NaN,0.068,93.12,0.06,332.79,NaN,NaN,0.024,295.83,Shelf
"GLOUP 000273 1.1.60",-9.797,51.14,Truth_Shelf,1.15,128.9,0.376,161.81,0.24,108.18,NaN,NaN,0.047,80.21,0.028,330.77,NaN,NaN,0.01,309.28,Shelf
"Georges Bank M1  55",-67.867,42.067,Truth_Shelf,0.782,92,0.122,121,0.18,63,NaN,NaN,0.112,199,0.085,185,NaN,NaN,NaN,NaN,Shelf
"Georges Basin BPR",-67.215,42.523,Truth_Shelf,0.811,77.7,0.166,113.1,0.181,50.5,NaN,NaN,0.108,191.5,0.086,179,NaN,NaN,NaN,NaN,Shelf
"GulfMaine Monhegan,",-69.383,43.667,Truth_Shelf,1.303,99,0.211,128,0.303,67,NaN,NaN,0.136,198,0.103,181,NaN,NaN,NaN,NaN,Shelf
"HEJKA DRILL SITE  C",-62.966,62.16,Truth_Shelf,1.609,316.02,0.549,359.81,0.337,288.78,0.142,360,0.114,157.02,0.069,121.12,0.038,154.58,0.01,86.72,Shelf
"IAPSO 1.1.85    48",-8.083,48.133,Truth_Shelf,1.253,106,0.429,139,0.257,87,0.123,136,0.073,76,0.066,328,0.025,64,0.024,278,Shelf
"IAPSO 1.1.87    35",-5.767,35.967,Truth_Shelf,0.601,52,0.225,74,NaN,NaN,NaN,NaN,0.025,83,0.015,292,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.13    26",-84.25,26.7,Truth_Shelf,0.068,97,0.035,103,0.014,96,0.01,102,0.126,12,0.118,5,0.043,11,0.026,357,Shelf
"IAPSO 1.2.21    61",-78.867,61.583,Truth_Shelf,0.352,94,0.165,132,0.07,77,NaN,NaN,0.031,17,0.005,59,NaN,NaN,0.009,38,Shelf
"IAPSO 1.2.33    53",-53.8,53.6,Truth_Shelf,0.399,300,0.165,332,0.096,287,0.046,324,0.105,164,0.065,125,0.033,161,0.013,71,Shelf
"IAPSO 1.2.40    47",-52.567,47.5,Truth_Shelf,0.368,313,0.148,357,0.071,301,0.041,353,0.081,165,0.069,134,0.025,156,0.013,95,Shelf
"IAPSO 1.2.41    47",-51.583,47.267,Truth_Shelf,0.348,321,0.14,361,0.068,309,0.03,356,0.074,166,0.058,137,0.023,157,0.01,94,Shelf
"IAPSO 1.2.42    47",-52.3,47.417,Truth_Shelf,0.366,316,0.146,359,0.071,304,0.041,355,0.079,166,0.066,135,0.024,157,0.012,96,Shelf
"IAPSO 1.2.45    43",-65.75,43.05,Truth_Shelf,0.832,31,0.139,60,0.185,4,0.039,52,0.124,170,0.088,150,0.039,168,0.017,123,Shelf
"IAPSO 1.2.46    43",-65.05,43.467,Truth_Shelf,0.696,2,0.153,31,0.154,340,0.043,14,0.121,153,0.068,134,0.046,155,0.012,64,Shelf
"IAPSO 1.2.50    56",-59.267,56.95,Truth_Shelf,0.653,304,0.229,334,0.15,282,NaN,NaN,0.125,164,0.079,128,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.55    53",-55.733,53.633,Truth_Shelf,0.457,309,0.182,340,0.104,292,NaN,NaN,0.108,160,0.06,118,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.65 51",-52.983,51.667,Truth_Shelf,0.331,303,0.153,337,0.071,290,NaN,NaN,0.09,160,0.061,126,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.68    46",-47.267,46.417,Truth_Shelf,0.156,338,0.075,14,0.033,326,NaN,NaN,0.053,160,0.049,148,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.3.4     14",-17.367,14.267,Truth_Shelf,0.457,265,0.21,309,0.098,248,NaN,NaN,0.049,8,0.041,256,NaN,NaN,0.011,206,Shelf
"IAPSO 1.4.3     26",-47.517,-26.3,Truth_Shelf,0.248,157,0.169,156,0.041,227,0.054,157,0.055,181,0.108,116,0.02,178,0.028,88,Shelf
"IAPSO 1.4.4     28",-47.517,-28.633,Truth_Shelf,0.127,162,0.079,147,0.024,234,0.025,148,0.072,168,0.107,112,0.026,165,0.027,93,Shelf
"IAPSO 2.1.18 60",-171.083,60.433,Truth_Shelf,0.205,171,0.022,249,0.069,121,0.005,235,0.181,326,0.098,310,0.058,323,0.018,302,Shelf
"IAPSO 2.1.19    58",-168.233,58.617,Truth_Shelf,0.334,151,0.019,249,0.111,98,0.004,240,0.124,303,0.063,305,0.039,300,0.013,312,Shelf
"IAPSO 2.1.20    57",-163.367,57.067,Truth_Shelf,0.452,157,0.005,343,0.147,102,0.002,10,0.283,13,0.19,358,0.093,11,0.034,348,Shelf
"IAPSO 2.1.32    59",-175.133,59.067,Truth_Shelf,0.23,106,0.019,196,0.06,61,0.005,251,0.348,334,0.232,318,0.115,333,0.042,313,Shelf
"IAPSO 2.1.33    60",-178.7,60.733,Truth_Shelf,0.218,87,0.026,164,0.053,43,0.005,189,0.384,334,0.259,317,0.127,333,0.049,311,Shelf
"IAPSO 2.1.4     59",-141.983,59.267,Truth_Shelf,1.06,281.5,0.351,312,0.219,258.2,0.09,313,0.483,264.5,0.29,251,0.158,263.5,0.049,247.7,Shelf
"IAPSO 2.1.7     55",-165.817,55.5,Truth_Shelf,0.355,106,0.018,327,0.132,52,0.005,321,0.344,325,0.238,311,0.114,322,0.043,305,Shelf
"IAPSO 2.1.8     55",-165.167,55.017,Truth_Shelf,0.419,89,0.031,5,0.158,40,0.009,349,0.409,320,0.264,304,0.133,317,0.052,293,Shelf
"MUMM Westhinder",2.45,51.383,Truth_Shelf,1.653,354.4,0.486,47.2,0.284,329.2,0.137,47.1,0.061,353.6,0.093,165.3,0.029,318,0.033,115.2,Shelf
"NE Shelf CXL     35",-71.05,41.15,Truth_Shelf,0.444,1,0.099,0,0.103,334,NaN,NaN,0.065,178,0.051,183,NaN,NaN,NaN,NaN,Shelf
"Nantucket NSFE1  36",-70.133,40.683,Truth_Shelf,0.387,356,0.089,18,0.094,340,NaN,NaN,0.065,173,0.056,190,NaN,NaN,NaN,NaN,Shelf
"Nantucket NSFE5  36",-70.383,40.033,Truth_Shelf,0.419,351,0.091,17,0.103,335,NaN,NaN,0.086,175,0.065,183,NaN,NaN,NaN,NaN,Shelf
"Onslow Bay 27, NC",-77.3,33.95,Truth_Shelf,0.548,353.59,0.103,16.39,0.133,334.53,NaN,NaN,0.093,186.71,0.068,190.3,NaN,NaN,0.016,192.58,Shelf
"Onslow Bay 63, NC",-77.1,33.4,Truth_Shelf,0.458,352.6,0.071,27.55,0.122,320.35,NaN,NaN,0.094,201.12,0.067,188.42,NaN,NaN,0.026,156.24,Shelf
"Platform Harvest  O",-120.682,34.469,Truth_Shelf,0.476,163.3,0.155,157.37,0.111,139.45,0.045,148.64,0.349,214.18,0.22,199.08,0.111,210.84,0.04,191.2,Shelf
"R2- offshore GA   R",-80.57,31.38,Truth_Shelf,0.784,5.89,0.136,25.4,0.172,340.71,NaN,NaN,0.117,178.24,0.071,195.86,NaN,NaN,0.013,189.27,Shelf
"R5- offshore GA   R",-80.77,30.93,Truth_Shelf,0.758,7.97,0.128,26.93,0.171,341.67,NaN,NaN,0.114,179.12,0.072,196.36,NaN,NaN,0.014,179.24,Shelf
"RDNZ Lichteiland Go",3.67,51.926,Truth_Shelf,0.861,37.49,0.218,94.61,0.132,9.32,0.065,93.25,0.076,344.06,0.112,172.95,0.03,333.22,0.039,125.62,Shelf
"South China ASIAEX",117.283,21.614,Truth_Shelf,0.13,5.3,0.052,19.6,NaN,NaN,NaN,NaN,0.254,170.6,0.237,127.4,NaN,NaN,NaN,NaN,Shelf
"Stellwagon Bank BPR",-70.348,42.372,Truth_Shelf,1.228,108.3,0.189,141.9,0.272,72.5,NaN,NaN,0.138,203.5,0.108,186.7,NaN,NaN,NaN,NaN,Shelf
"Tierra Fuego A  TU",-66.355,-54.302,Truth_Shelf,2.004,320,0.523,13,0.493,291,0.139,12,0.211,104,0.189,51,0.06,102,0.039,28,Shelf
"Tierra Fuego B  TU",-67.335,-53.018,Truth_Shelf,2.628,356,0.65,47,0.658,326,0.182,44,0.229,126,0.197,63,0.068,115,0.045,47,Shelf
"Yellow Sea NRL-A",125.251,33.267,Truth_Shelf,0.647,71.5,0.248,86.1,0.137,55.2,0.068,95,0.205,86.2,0.145,65.5,0.068,77.2,NaN,NaN,Shelf
"'Cape Sarichef, Unimak Island, AK'",-164.928,54.6,NOAA,0.41,65.2,0.027,5.1,0.135,24.5,0.007,0.2,0.398,308.7,0.282,296.1,0.132,307.8,0.06,266.1,Deep
"GLOUP 000079   b004",-9.875,57.317,Truth_Pelagic,1.014,169.53,0.382,203.31,0.204,148.17,0.116,201.27,0.103,127.46,0.076,356.04,0.029,117.79,0.024,310.61,Deep
"RAPID_EB1#1   (2004",-23.449,24.524,Truth_Pelagic,0.311,358.4,0.144,22.8,0.059,346.52,0.043,18.57,0.044,21.58,0.037,278.63,0.014,12.3,0.014,224.23,Deep
"GLOUP 000256 1.1.50",2.778,59.325,Truth_Shelf,0.321,308.72,0.126,343.71,0.063,286.24,NaN,NaN,0.026,183.59,0.035,56.1,NaN,NaN,0.017,274.03,Shelf
"GLOUP 000259   b003",-6.167,50.583,Truth_Shelf,1.904,142.12,0.653,186.95,0.377,121.82,NaN,NaN,0.056,108.05,0.057,347.39,NaN,NaN,0.016,311.29,Shelf
"GLOUP 000260 1.1.55",-7.533,50.55,Truth_Shelf,1.575,136.12,0.524,177.13,0.304,116.14,NaN,NaN,0.046,96.76,0.047,353.61,NaN,NaN,0.019,290.23,Shelf
"Georges Bank M7  18",-66.333,41.967,Truth_Shelf,0.41,38,0.086,59,0.097,12,NaN,NaN,0.076,182,0.065,178,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.22 44",-57.683,44.583,Truth_Shelf,0.443,345,0.108,23,0.098,320,0.03,15,0.055,162,0.047,166,0.017,160,0.009,175,Shelf
"IAPSO 2.1.21    55",-163.017,55.7,Truth_Shelf,0.714,134,0.014,45,0.245,81,0.006,28,0.49,335,0.313,318,0.16,332,0.058,307,Shelf
"NE Shelf Picket   3",-71.317,40.717,Truth_Shelf,0.44,349,0.095,0,0.12,317,NaN,NaN,0.079,167,0.053,182,NaN,NaN,NaN,NaN,Shelf
"R6- offshore GA R",-80.23,31.53,Truth_Shelf,0.677,1.5,0.125,28,0.165,339.7,0.028,10.37,0.098,190.95,0.072,198.14,0.032,188.95,0.015,186.33,Shelf
"RDNZ Euro platform",3.276,51.999,Truth_Shelf,0.741,24.57,0.183,80.44,0.116,-4.54,0.055,80.11,0.081,-14.39,0.115,173.51,0.031,333.51,0.04,125.07,Shelf
"RIKZ Wierumergronde",5.96,53.517,Truth_Shelf,0.951,231.09,0.258,292.34,0.155,206.62,0.077,291.58,0.071,-7.54,0.092,200.79,0.024,-6.07,0.033,147.83,Shelf
"Roti, Savu Sea",122.682,-10.815,Truth_Shelf,0.84,69.86,0.453,120.15,0.148,47.15,0.128,120.29,0.267,173.67,0.167,163.95,0.081,170.66,0.038,154.49,Shelf
"Scotia Shelf St Pau",-60.15,47.2,Truth_Shelf,0.308,366,0.101,47,0.064,343,NaN,NaN,0.085,295,0.091,266,NaN,NaN,NaN,NaN,Shelf
"South China ASIAEX",117.058,22.186,Truth_Shelf,0.119,36.8,0.042,28.7,NaN,NaN,NaN,NaN,0.251,169.2,0.242,131.1,NaN,NaN,NaN,NaN,Shelf
"Aasiaat",-52.8833,68.71,GESLA,0.673,349.411,0.278,22.051,0.135,329.115,0.076,21.776,0.332,214.989,0.116,170.818,0.101,210.945,0.011,131.653,Deep
"Abashiri",144.2875165,44.0231578,GESLA,0.171,163.222,0.079,207.363,0.026,138.451,0.023,201.856,0.213,53.661,0.221,31.958,0.074,50.935,0.047,17.287,Deep
"Abidjan-vridi",-4,5.2417,GESLA,0.25,130.131,0.089,158.282,0.056,128.681,0.024,152.537,0.079,0.415,0.022,326.749,0.024,355.455,0.002,115.205,Deep
"Acajutla-a",-89.8420547,13.5781273,GESLA,0.746,241.16,0.151,311.869,0.162,206.508,0.037,303.516,0.098,94.266,0.055,121.099,0.031,93.987,0.013,132.8,Deep
"Alert bay,bc",-126.931,50.587,GESLA,1.276,156.013,0.408,170.105,0.261,140.608,0.11,159.965,0.517,15.939,0.311,16.556,0.163,14.564,0.053,18.513,Deep
"Algeciras",-5.4333,36.1167,GESLA,0.325,47.909,0.121,74.689,0.066,33.729,0.035,71.6,0.024,129.451,0.009,163.591,0.008,133.177,0.004,191.904,Deep
"Ammassalik",-37,65.5,GESLA,0.981,200.3,0.393,238.676,0.189,177.554,0.107,236.614,0.147,149.081,0.07,111.697,0.047,143.336,0.007,54.685,Deep
"Andenes",16.15,69.3167,GESLA,0.665,341.476,0.224,20.703,0.137,317.134,0.063,19.006,0.065,190.965,0.042,45.794,0.017,180.423,0.018,344.444,Deep
"Angra heroismo-b",-27.24,38.65,GESLA,0.448,64.397,0.164,84.094,0.098,49.491,0.046,81.614,0.041,74.439,0.021,327.89,0.013,64.246,0.007,266.607,Deep
"Antalya",30.6167,36.8333,GESLA,0.065,240.534,0.038,253.367,0.011,239.553,0.012,250.702,0.023,291.347,0.015,267.4,0.007,293.772,0.002,251.302,Deep
"Apia-b",-171.75,-13.8167,GESLA,0.39,165.559,0.095,153.084,0.106,153.861,0.026,146.094,0.042,62.002,0.032,47.034,0.013,55.264,0.006,39.997,Deep
"Arecibo, pr",-66.7021452,18.4799593,GESLA,0.175,3.256,0.027,37.488,0.041,336.837,0.008,40.553,0.099,209.549,0.078,211.586,0.029,209.285,0.014,202.861,Deep
"Arica",-70.3333,-18.4667,GESLA,0.33,27.646,0.094,49.287,0.072,348.677,0.031,39.862,0.151,33.118,0.084,350.659,0.045,29.013,0.014,322.666,Deep
"Ascension",-14.4167,-7.9167,GESLA,0.336,179.5,0.12,197.853,0.076,165.444,0.034,194.463,0.053,325.573,0.026,198.629,0.014,316.113,0.009,153.752,Deep
"Ayukawa",141.5039911,38.2927082,GESLA,0.318,191.273,0.148,226.56,0.041,176.85,0.042,220.898,0.24,28.016,0.195,11.209,0.078,25.862,0.04,1.027,Deep
"Bahia los angeles",-113.55,28.9583,GESLA,0.654,261.237,0.349,269.064,0.186,250.289,0.096,265.911,0.339,185.303,0.221,173.323,0.109,182.216,0.041,166.03,Deep
"Balikpapan",116.8036907,-1.2715053,GESLA,0.604,284.186,0.461,334.715,0.079,266.175,0.14,331.549,0.236,162.743,0.17,140.149,0.072,157.861,0.039,136.435,Deep
"Bar harbor, frenchman bay, me",-68.204308,44.392252,GESLA,1.582,92.168,0.241,128.14,0.345,60.975,0.066,128.264,0.14,194.199,0.11,175.443,0.048,193.01,0.018,158.412,Deep
"Barcelona",2.163,41.342,GESLA,0.046,213.503,0.017,230.657,0.01,201.808,0.005,228.257,0.037,168.149,0.024,102.924,0.013,161.807,0.003,49.719,Deep
"Bari",16.9115,41.1372,GESLA,0.091,82.701,0.056,89.522,0.015,81.727,0.016,86.074,0.049,55.237,0.017,40.012,0.015,46.017,0.003,52.484,Deep
"Barseback",12.9033,55.7564,GESLA,0.062,241.259,0.02,190.231,0.016,194.981,0.005,170.714,0.003,105.036,0.014,351.483,0.002,187.956,0.004,272.064,Deep
"Base prat-a",-59.6333,-62.4833,GESLA,0.439,282.094,0.243,336.078,0.058,250.618,0.069,335.635,0.276,64.459,0.288,48.784,0.091,62.96,0.066,36.877,Deep
"Bermuda-b",-64.7033,32.3733,GESLA,0.369,359.059,0.082,25.027,0.084,339.025,0.022,24.395,0.066,185.724,0.054,192.213,0.02,188.753,0.011,181.962,Deep
"Bilbao",-3.05,43.357,GESLA,1.311,92.507,0.459,124.306,0.277,72.881,0.13,121.603,0.063,68.762,0.07,320.889,0.02,57.023,0.021,274.661,Deep
"Bjorn",17.9667,60.6333,GESLA,0.005,28.857,0.003,44.68,0.002,1.469,0.001,39.888,0.005,62.962,0.004,73.836,0,324.697,0.001,43.313,Deep
"Booby island",141.9167,-10.6,GESLA,0.718,202.369,0.14,323.029,0.169,161.685,0.048,294.798,0.696,44.482,0.429,352.334,0.182,36.565,0.08,328.665,Deep
"Bridgetown-d",-59.6299823,13.0994775,GESLA,0.232,222.492,0.046,239.256,0.049,215.659,0.012,221.95,0.085,232.806,0.07,232.897,0.017,229.814,0.012,226.923,Deep
"Broome",122.2192964,-18.0008979,GESLA,2.387,65.898,1.481,125.834,0.4,40.243,0.415,123.718,0.256,171.868,0.159,160.851,0.072,173.515,0.035,153.718,Deep
"Cape town",18.4345231,-33.8954405,GESLA,0.502,35.43,0.221,55.484,0.11,27.466,0.062,52.783,0.058,109.771,0.014,235.161,0.014,110.985,0.009,221.28,Deep
"Cartagena-b",-75.5333,10.3833,GESLA,0.072,139.556,0.017,51.167,0.026,113.921,0.005,41.638,0.097,242.476,0.058,243.389,0.029,240.345,0.009,239.595,Deep
"Casey",110.4900412,-66.2769469,GESLA,0.289,142.533,0.165,198.791,0.071,123.087,0.044,196.66,0.261,242.574,0.261,235.017,0.085,244.369,0.061,226.222,Deep
"Centuri",9.3498,42.9658,GESLA,0.085,223.235,0.034,241.313,0.017,211.955,0.009,236.854,0.036,188.742,0.016,110.679,0.012,179.66,0.003,19.545,Deep
"Ceuta",-5.3167,35.9,GESLA,0.3,48.691,0.113,76.323,0.063,35.104,0.034,66.232,0.038,141.969,0.02,100.616,0.01,142.769,0.001,160.651,Deep
"Chabahar",60.6029566,25.2987563,GESLA,0.665,155.772,0.257,185.014,0.164,138.526,0.069,179.996,0.397,338.731,0.206,339.956,0.122,336.182,0.043,340.705,Deep
"Christmas-b",-157.4717,1.9817,GESLA,0.264,80.117,0.085,97.315,0.042,79.264,0.023,84.597,0.082,214.171,0.038,194.84,0.025,213.607,0.006,174.738,Deep
"Cochino pequeno",-86.4996138,15.949999,GESLA,0.072,86.982,0.026,36.129,0.023,68.978,0.007,27.958,0.031,268.025,0.024,334.554,0.008,264.86,0.008,337.879,Deep
"Cocos",96.8911481,-12.1167315,GESLA,0.308,311.19,0.113,347.914,0.07,297.281,0.031,344.252,0.147,154.402,0.09,145.398,0.045,152.057,0.019,134.896,Deep
"Colombo",79.8341213,6.9643128,GESLA,0.18,245.565,0.125,288.357,0.022,234.117,0.036,285.084,0.071,309.84,0.03,340.349,0.022,314.087,0.009,3.212,Deep
"Corinto",-87.1167,12.2833,GESLA,0.882,245.651,0.191,313.512,0.184,212.654,0.044,307.692,0.101,90.184,0.048,115.498,0.03,88.525,0.012,134.567,Deep
"Cristobal",-79.9162016,9.3550423,GESLA,0.076,168.016,0.015,1.367,0.025,128.633,0.005,350.063,0.101,241.507,0.061,241.374,0.031,243.309,0.009,236.945,Deep
"Crotone",17.1368,39.0816,GESLA,0.055,72.273,0.029,74.769,0.01,71.796,0.009,67.297,0.018,44.327,0.008,37.053,0.006,37.244,0.002,65.503,Deep
"Crozet-b",51.8713411,-46.4268488,GESLA,0.138,157.498,0.038,193.752,0.032,140.257,0.01,185.523,0.03,133.657,0.027,297.925,0.006,113.44,0.008,287.442,Deep
"Dakar-e",-17.4200007,14.6766223,GESLA,0.458,259.473,0.165,296.143,0.091,236.079,0.048,293.508,0.062,352.261,0.038,250.869,0.019,340.387,0.011,196.942,Deep
"Dallmann-c",-58.6833,-62.2333,GESLA,0.454,283.876,0.25,335.479,0.06,254.428,0.071,336.245,0.278,63.901,0.296,47.216,0.089,61.469,0.071,34.266,Deep
"Darwin",130.8471676,-12.4728178,GESLA,1.856,249.294,0.961,297.979,0.348,228.329,0.269,295.685,0.583,200.308,0.331,189.988,0.162,203.868,0.077,184.46,Deep
"Davao-b",125.6290514,7.0761878,GESLA,0.564,286.32,0.287,320.585,0.099,272.297,0.084,319.297,0.129,98.788,0.087,86.922,0.045,91.007,0.016,94.353,Deep
"Davis",77.9667,-68.45,GESLA,0.202,207.31,0.177,307.221,0.059,171.088,0.05,309.027,0.275,276.614,0.287,269.388,0.09,275.663,0.067,260.67,Deep
"Diego garcia-d",72.4100128,-7.2925302,GESLA,0.492,263.632,0.285,293.564,0.088,260.726,0.08,288.683,0.037,71.869,0.04,67.219,0.013,58.669,0.009,53.33,Deep
"Diego ramirez",-68.715,-56.5083,GESLA,0.403,230.462,0.032,247.363,0.103,189.044,0.012,233.84,0.186,97.407,0.153,54.504,0.058,93.667,0.031,30.371,Deep
"Dumont d'urville",140.01,-66.6617,GESLA,0.274,60.004,0.153,109.009,0.074,41.78,0.044,105.536,0.304,225.524,0.312,206.944,0.101,223.124,0.071,197.119,Deep
"Dzaoudi",45.2521081,-12.782532,GESLA,1.046,27.236,0.536,66.749,0.193,5.793,0.147,63.437,0.139,3.86,0.088,6.44,0.042,2.764,0.02,351.558,Deep
"East london",27.9181591,-33.027351,GESLA,0.51,46.763,0.272,74.618,0.097,41.955,0.076,71.441,0.057,142.013,0.015,278.056,0.016,139.133,0.01,261.121,Deep
"Easter-c",-109.4483,-27.15,GESLA,0.199,14.085,0.068,235.172,0.064,342.027,0.022,237.482,0.079,15.827,0.047,356.968,0.025,12.229,0.008,349.95,Deep
"Eastport",-66.9828182,44.9045573,GESLA,2.661,98.651,0.418,138.938,0.544,68.445,0.115,138.506,0.151,196.166,0.117,177.722,0.05,195.969,0.019,162.793,Deep
"Enewetok-a",162.3867,11.43,GESLA,0.341,145.21,0.204,164.292,0.061,147.87,0.055,154.406,0.118,71.625,0.079,45.052,0.037,72.342,0.016,33.967,Deep
"Ensenada",-116.6333,31.85,GESLA,0.489,136.4,0.208,132.401,0.115,116.158,0.061,126.085,0.322,205.644,0.208,190.627,0.102,202.535,0.038,182.123,Deep
"Esmeraldas",-79.6467,0.9917,GESLA,1.117,246.267,0.302,300.187,0.242,215.209,0.078,295.019,0.104,53.045,0.022,52.171,0.033,51.632,0.003,142.011,Deep
"Esperanza, pr",-65.4715556,18.0937436,GESLA,0.028,344.385,0.009,7.422,0.003,309.65,0.003,6.507,0.082,232.872,0.063,226.263,0.025,233.828,0.011,211.819,Deep
"Exuma cays",-76.105,23.7733,GESLA,0.316,23.406,0.041,53.978,0.075,4.775,0.011,48.68,0.088,207.956,0.068,210.213,0.026,212.222,0.013,196.957,Deep
"Fanning-b",-159.3867,3.9067,GESLA,0.125,144.131,0.034,169.032,0.019,147.551,0.009,160.207,0.052,257.233,0.026,241.307,0.015,261.871,0.003,230.513,Deep
"Fer. de noronha-c",-32.4033,-3.8283,GESLA,0.785,210.309,0.258,232.029,0.161,196.8,0.074,227.117,0.053,284.942,0.047,207.303,0.017,279.303,0.015,151.289,Deep
"Fortaleza-a,uscgs",-38.4833,-3.7167,GESLA,0.918,217.601,0.305,239.819,0.193,201.96,0.086,237.496,0.073,265.059,0.068,223.266,0.02,264.458,0.014,194.509,Deep
"French frigate-a",-166.2883,23.8683,GESLA,0.098,58.002,0.025,47.797,0.017,44.994,0.008,28.16,0.123,234.721,0.067,227.958,0.039,232.249,0.01,227.839,Deep
"Fukaura",139.9234724,40.6467765,GESLA,0.051,178.068,0.021,212.703,0.012,162.567,0.006,201.078,0.053,212.672,0.053,186.921,0.019,209.279,0.012,170.651,Deep
"Funafuti-b",179.1946792,-8.50469,GESLA,0.577,154.206,0.244,156.027,0.138,148.65,0.067,150.373,0.087,59.402,0.053,40.389,0.026,55.563,0.01,26.796,Deep
"Gan",73.1521372,-0.6876387,GESLA,0.3,252.272,0.181,286.166,0.048,248.344,0.051,282.513,0.09,358.969,0.053,14.466,0.026,0.038,0.013,15.856,Deep
"Gibara",-76.1167,21.1167,GESLA,0.274,10.103,0.045,35.522,0.068,351.573,0.011,34.845,0.084,204.664,0.058,208.827,0.023,206.252,0.012,202.602,Deep
"Gobo",135.1671933,33.8424174,GESLA,0.481,263.354,0.219,287.806,0.087,258.952,0.059,281.721,0.219,53.512,0.172,33.201,0.072,51.452,0.035,21.225,Deep
"Gomera",-17,28,GESLA,0.581,23.619,0.233,45.769,0.12,11.356,0.065,41.468,0.056,33.192,0.044,290.434,0.017,24.024,0.014,240.313,Deep
"Guadalupe",-118.3,28.8833,GESLA,0.415,125.346,0.197,122.401,0.103,106.289,0.059,118.013,0.294,203.383,0.183,188.901,0.094,200.438,0.034,182.272,Deep
"Guam",144.6557453,13.443829,GESLA,0.22,291.361,0.056,311.247,0.048,277,0.015,306.726,0.164,67.683,0.113,44.777,0.055,65.721,0.024,34.685,Deep
"Hamada",132.0634188,34.8979234,GESLA,0.08,89.02,0.039,99.509,0.019,93.31,0.011,91.965,0.072,220.778,0.088,193.814,0.025,216.851,0.021,173.2,Deep
"Harvest oil p.,ca",-120.6733,34.4683,GESLA,0.476,163.143,0.155,156.964,0.111,139.026,0.045,148.671,0.348,214.188,0.221,199.085,0.111,210.505,0.04,190.844,Deep
"Hilo, hawaii",-155.0667,19.7333,GESLA,0.219,29.063,0.09,34.165,0.043,20.556,0.026,26.731,0.163,233.39,0.089,223.217,0.05,231.456,0.015,215.317,Deep
"Honiara-b",159.9586693,-9.4250657,GESLA,0.052,165.499,0.073,203.37,0.012,257.224,0.02,194.857,0.224,45.418,0.109,22.184,0.067,41.89,0.019,4.622,Deep
"Hornbaek",12.4667,56.1,GESLA,0.076,244.874,0.018,190.554,0.019,196.543,0.005,170.111,0.006,306.187,0.026,327.724,0.004,235.734,0.008,266.07,Deep
"Horta,azores",-28.6217,38.5333,GESLA,0.413,59.589,0.153,78.592,0.09,44.693,0.042,74.922,0.042,83.948,0.02,326.562,0.013,74.455,0.008,247.786,Deep
"Ibiza",1.4497,38.9111,GESLA,0.017,215.22,0.006,232.416,0.004,202.41,0.002,230.866,0.038,167.573,0.023,107.561,0.013,158.219,0.003,59.232,Deep
"Ile royale",-52.585,5.285,GESLA,0.813,225.709,0.264,251.204,0.175,208.388,0.072,248.368,0.098,252.313,0.085,236.057,0.029,253.521,0.017,218.589,Deep
"Ilfracombe",-4.11094,51.21097,GESLA,3.033,162.015,1.1,209.148,0.573,143.928,0.317,206.347,0.065,125.034,0.067,349.41,0.023,119.498,0.021,298.429,Deep
"Imbituba",-48.4,-28.1333,GESLA,0.136,161.129,0.105,163.323,0.031,250.618,0.035,149.977,0.061,183.864,0.106,121.435,0.021,168.98,0.03,94.052,Deep
"Jarvis",-160.0333,-0.3833,GESLA,0.247,95.619,0.096,99.122,0.044,89.302,0,0,0.054,211.036,0.026,181.878,0.002,88.057,0.003,141.143,Deep
"Johnston",-169.53,16.7383,GESLA,0.26,100.504,0.101,122.372,0.05,98.492,0.026,115.889,0.079,214.883,0.035,224.479,0.024,211.681,0.005,235.793,Deep
"Jolo",120.9995065,6.0586984,GESLA,0.17,0.487,0.101,34.567,0.028,345.963,0.031,35.539,0.251,194.378,0.246,163.12,0.08,194.555,0.05,148.304,Deep
"Kagoshima",130.5708574,31.583204,GESLA,0.771,303.571,0.338,329.301,0.145,297.857,0.094,323.707,0.252,70.511,0.198,50.327,0.082,68.173,0.041,37.883,Deep
"Kalix",23.0961,65.6969,GESLA,0.002,131.431,0.001,152.869,0.001,110.916,0,129.556,0.011,288.09,0.007,270.609,0.003,309.48,0.001,251.752,Deep
"Kaohsiung",120.2554054,22.6182287,GESLA,0.181,350.497,0.069,352.199,0.041,339.309,0.018,354.901,0.174,166.346,0.16,129.563,0.057,161.182,0.032,108.69,Deep
